,T-1,T-2,T-3,CK-1,CK-2,CK-3,pvalue,log2FC,UPDOWN
BraA09002071,99,100,129,64,66,71,0.044753295621953,0.706500313439155,Not sig
BraA09002075,130.5,175.5,159,349,386,309.5,0.00364655592443934,-1.16750987107171,Down
BraA09002077,130.5,175.5,159,349,386,309.5,0.00364655592443934,-1.16750987107171,Down
BraA09002079,677,980,705,603,655,733,0.330902828248376,0.246515743676655,Not sig
BraA09002081,3,1,2,34,35,496,0.349492431564421,-6.55714455658139,Not sig
BraA09002082,0.005,0.005,0.005,3,1,17.62,0.302971968815545,-10.4931883070135,Not sig
BraA09002084,4,1,3,0.005,0.005,0.005,0.094483921353394,9.05889368905357,Not sig
BraA09002087,1,0.005,0.005,0.005,1,2.8,0.378046456714148,-1.91354116075175,Not sig
BraA09002090,0.005,0.005,0.005,3,1,19.59,0.313878709260368,-10.6189972025183,Not sig
BraA09002091,1,2,0.005,37,21,4,0.17462491205203,-4.36683131945041,Not sig
BraA09002093,178.2,189.94,216.18,113.56,134.68,128.93,0.0112122049321058,0.631543741432512,Not sig
BraA09002094,1,0.005,1,0.005,0.005,1,0.518518518518518,0.989246943703126,Not sig
BraA09002098,51,82,66,61,87,115,0.316202059340412,-0.402294368748654,Not sig
BraA09002099,0.005,0.005,0.005,2,0.005,2,0.183503419072274,-8.06069593168755,Not sig
BraA09002103,9,10,17,3,1,6,0.0539091026114593,1.84799690655495,Not sig
BraA09002105,320,545,394,304,303,729,0.880745734625735,-0.0856417247550356,Not sig
BraA09002106,318,372,461,49,81,63,0.013332951907757,2.57621508086415,Up
BraA09002107,13,22,23,0.005,0.005,0.005,0.0260136711879568,11.9168746841811,Up
BraA09002108,138,162,159,103,105,144,0.0980463380850096,0.382918724776511,Not sig
BraA09002113,364,441,448,86,110,236,0.0124535143420018,1.53628319715839,Up
BraA09002115,26,36,41,10,24,17,0.0446165863447795,1.01407518521172,Up
BraA09002116,29.5,31.5,34,24.5,26,17,0.0627878768119653,0.493040011280117,Not sig
BraA09002117,79,78,103,43,49,39,0.0239615330217751,0.988944811491004,Not sig
BraA09002118,29.5,31.5,34,24.5,26,17,0.0627878768119653,0.493040011280117,Not sig
BraA09002121,1020,1262,1222,402,517,612,0.00280835962723056,1.19452849210139,Up
BraA09002122,352,441,377,1024,1257,938,0.0137677182679588,-1.46010404700691,Down
BraA09002123,21,31,28,40,71,55,0.0730546977826269,-1.05311133645956,Not sig
BraA09002124,1,8,3,0.005,0.005,0.005,0.194966881722814,9.64385618977473,Not sig
BraA09002125,16,17,7,13,21,34,0.268677870245531,-0.765534746362977,Not sig
BraA09002126,37,75,67,2,2,16,0.0308136084218988,3.16188768237689,Up
BraA09002129,4,7,4,4,2,5,0.374722192947877,0.447458976971221,Not sig
BraA09002130,0.005,0.005,0.005,2,6,4,0.0743454913103891,-9.64385618977473,Not sig
BraA09002131,2,0.005,1,4,2,9,0.188327710300259,-2.31952560467206,Not sig
BraA09002132,212,266,272,278,285,276,0.258854960840114,-0.16178021505658,Not sig
BraA09002133,165,182,173,302,340,233,0.0602076542115982,-0.750771393691237,Not sig
BraA09002136,12,6,35,0.005,0.005,2,0.193753455448396,4.72072495315899,Not sig
BraA09002138,78,51,72.03,44,25,97,0.652670126203434,0.276227571382421,Not sig
BraA09002139,186,347,140,185,412,766,0.306266556009157,-1.01810715219489,Not sig
BraA09002140,51,67,41,32,35,60,0.413488967218279,0.32419826851219,Not sig
BraA09002141,56,52,68,36,38,63,0.27844729346062,0.361399535676771,Not sig
BraA09002144,1,4,2,2,7,10,0.222365817077384,-1.44057259138598,Not sig
BraA09002145,6,9,7,7,7,7,0.741801110252839,0.067114195858537,Not sig
BraA09002146,355,393,500,435,395,261,0.48717375428214,0.193966832538641,Not sig
BraA09002147,92,157,126,140,124,87,0.760578285777302,0.0954195650786825,Not sig
BraA09002148,56,65,65,35,51,48,0.0503347385782476,0.473069620650259,Not sig
BraA09002150,72,97,111,93,71,129,0.843488873223385,-0.0654738374772816,Not sig
BraA09002152,413,527,399,617,717,909,0.0537216585628564,-0.744273659761962,Not sig
BraA09002153,469,677.75,582,332,304,689,0.403170066973512,0.383736891699932,Not sig
BraA09002155,0.005,0.005,0.005,2,1,0.005,0.225662696077777,-7.64625867999003,Not sig
BraA09002156,1,4,9,18,14,32,0.0758258658473678,-2.1926450779424,Not sig
BraA09002157,0.005,1,7,2,4,2,0.999474736974514,0.000901402741532385,Not sig
BraA09002158,35.37,71.43,28.87,179.04,143.71,283.69,0.0539319170902336,-2.1602631745635,Not sig
BraA09002159,2,6,2,2,2,0.005,0.274140807890465,1.32012585225338,Not sig
BraA09002161,110.63,79.57,79.13,23.96,24.29,27.31,0.0240991259161819,1.83368033016986,Up
BraA09002163,9.63,9.44,11.2,13.21,20.4,29.26,0.142150513325563,-1.05448308795095,Not sig
BraA09002165,2,4,5,0.005,0.005,2,0.0577431133993508,2.45223611723309,Not sig
BraA09002167,3,6,1.98,2,7,3,0.87025468556782,-0.128156351490682,Not sig
BraA09002168,35.37,43.56,35.8,58.79,68.6,67.74,0.00313633493852557,-0.766192918604717,Not sig
BraA09002169,48,33,14,23,20,27,0.488034104942725,0.440572591385981,Not sig
BraA09002173,71,81,57,233,108,303,0.124058181480369,-1.62355774603373,Not sig
BraA09002174,37,38,61,20,16,32,0.0823248501689039,1,Not sig
BraA09002175,23.5,33.5,29.5,16,18.5,31,0.282204234366429,0.401205226099274,Not sig
BraA09002176,23.5,33.5,29.5,16,18.5,31,0.282204234366429,0.401205226099274,Not sig
BraA09002177,35,47,41,53,52,104,0.23398939839612,-0.764844626741643,Not sig
BraA09002179,13,29,8,18,18,56,0.397068924647546,-0.879705766282288,Not sig
BraA09002180,10,12,10,40,25,4,0.358850961590629,-1.10852445677817,Not sig
BraA09002185,1,0.5,0.005,0.5,1.5,0.5,0.493790748136446,-0.732164607902385,Not sig
BraA09002187,1,0.5,0.005,0.5,1.5,0.5,0.493790748136446,-0.732164607902385,Not sig
BraA09002190,3,2,1,3,1,3,0.725030184724861,-0.222392421336448,Not sig
BraA09002191,17,8,3,336,429,302,0.0110961880986843,-5.25198953876682,Down
BraA09002192,36,54,19,0.005,0.005,0.005,0.0694123999065096,12.8270780138305,Not sig
BraA09002193,36,43,26,1609,1407,474,0.0840261411962361,-5.05476580343089,Not sig
BraA09002196,7,8,5,0.005,0.005,0.005,0.0170785825569522,10.3808217839409,Up
BraA09002197,634,756,658,599,755,652,0.824760792691877,0.0298941093878192,Not sig
BraA09002203,22,17,23.33,25,27,42,0.178880427226421,-0.592734044041477,Not sig
BraA09002204,1,6,3,15,3,10,0.220570258871281,-1.48542682717024,Not sig
BraA09002206,21,15,13,98,87,71,0.00806719199810143,-2.38529015588479,Down
BraA09002207,456.48,610.96,598.62,770.1,718.25,1092.4,0.105716777396498,-0.631350035223588,Not sig
BraA09002209,12,10,9.58,34,41.36,44,0.00738747277306971,-1.918236364395,Down
BraA09002215,2,5,2,0.005,0.005,1,0.105036958681944,3.15556970846524,Not sig
BraA09002216,2,7,3,0.005,2,3,0.272658628071118,1.26159243165989,Not sig
BraA09002222,225,237,240,361,348,291,0.0387274601577082,-0.510457064357526,Not sig
BraA09002229,12,12,13,2,1,6,0.021645802518333,2.03952836418664,Up
BraA09002230,111,95,108,53,46,32,0.00183734263042041,1.26119774735418,Up
BraA09002231,21,37,16,15,32,60,0.507076575838704,-0.532013620772197,Not sig
BraA09002232,11,36,39,482,538,386,0.00804986810039093,-4.03111612437044,Down
BraA09002234,26,16,17,41,31,39,0.0171436784390505,-0.911772816988265,Not sig
BraA09002235,39,43,37,74,84,63,0.0231600955442875,-0.893084796083488,Not sig
BraA09002236,28,28,20,35,28,19,0.731675243059925,-0.109624491174498,Not sig
BraA09002237,146,232,205,300,369,267,0.0417338438422031,-0.683012646382908,Not sig
BraA09002240,700,1075,1063,28,42,70,0.017412705485046,4.34137585711558,Up
BraA09002244,73,73,89,61,88,60,0.470167172665879,0.169157814484117,Not sig
BraA09002245,73,98,42,80,59,58,0.784622240516799,0.112657800769462,Not sig
BraA09002246,595,801,884,648,692,513.99,0.246216319186497,0.298400361974209,Not sig
BraA09002247,167,214,185,184,206,247,0.365846802480148,-0.170491319424418,Not sig
BraA09002250,160,154,169,160,191,197,0.190768285878858,-0.182152704124753,Not sig
BraA09002251,5,1,13,0.005,0.005,1,0.230475757949246,4.23357222046651,Not sig
BraA09002253,1281,1293,1455,190,161,281,0.000202970586732747,2.6724253419715,Up
BraA09002254,28,39,29,45,61,112,0.178491017312813,-1.18322182405577,Not sig
BraA09002255,257,259,290,4,0.005,0.005,0.00138041365747434,7.65103379184777,Up
BraA09002256,47,80,73,54,53,61,0.400560484997372,0.251538766995964,Not sig
BraA09002257,50,42,40,147,198,141,0.0202628420665508,-1.88041838424733,Down
BraA09002259,94,102,90,59,90,100,0.425643471558784,0.199869404710308,Not sig
BraA09002267,4.74,0.005,5.41,1,1,0.01,0.249096149952845,2.33692283311722,Not sig
BraA09002272,10,27.84,39.43,2,5,18,0.170196050353925,1.62798030306595,Not sig
BraA09002273,6,10,7,3,7,4,0.152317411391301,0.716207033999409,Not sig
BraA09002274,2,0.005,3,1,3,9,0.387046894069076,-1.37706964907982,Not sig
BraA09002276,319,390,324,698,779,594,0.0126607908216321,-1.00348729935545,Down
BraA09002277,28,26,32,18,17,12,0.00714270425467528,0.871675903024461,Not sig
BraA09002280,92,102,89,116,160,159,0.0642707332706278,-0.620213347904208,Not sig
BraA09002281,1,0.5,0.5,0.005,0.005,0.005,0.0579845575477842,7.05889368905357,Not sig
BraA09002284,52,52,49,44,62,65,0.45751479241001,-0.160464672193246,Not sig
BraA09002285,543,614,565,577,645,539,0.74819405856532,-0.0323097664343644,Not sig
BraA09002286,19,13,11,8,5,17,0.381598296109383,0.519374159093579,Not sig
BraA09002287,6,28,12,0.005,0.005,0.005,0.144695666743037,11.5824556451106,Not sig
BraA09002288,598,624,677,676,764,532,0.760487743008131,-0.0544196462284141,Not sig
BraA09002289,133,180,138,389,504,392,0.00990489446734988,-1.51056902082586,Down
BraA09002291,118,215,174,465.66,581.49,431,0.00664165786942608,-1.54373502666622,Down
BraA09002292,5,12,0.005,13.34,31.51,16,0.106694454664604,-1.83929825689325,Not sig
BraA09002293,3,2,2,3,0.005,0.005,0.313601849683059,1.21759143507263,Not sig
BraA09002294,9,8,4,17,15,9,0.0911183034180988,-0.965234581839323,Not sig
BraA09002296,6,6,1,2,1,3,0.294893554125439,1.11547721741994,Not sig
BraA09002303,0.005,1,0.005,7.99,5,4,0.0389971116677875,-4.07225865443243,Down
BraA09002304,0.005,0.005,1,1,5,1,0.270251459536987,-2.79299962908053,Not sig
BraA09002317,16.47,44,32.3,0.005,0.005,0.005,0.0605791518191858,12.5944801254084,Not sig
BraA09002318,1,6,3,0.005,0.005,1,0.16991343393696,3.30757280191029,Not sig
BraA09002323,60,83,103,13,28,25,0.0286203498105835,1.89812038598079,Up
BraA09002324,62,88,77,94,99,214,0.263357309802566,-0.842336496975332,Not sig
BraA09002327,0.005,0.005,0.005,3,2,1,0.074511615983958,-8.64385618977473,Not sig
BraA09002330,0.005,0.005,0.005,32,43,31,0.011634079886028,-12.7868141436168,Down
BraA09002331,6,6,5,10,5,12,0.248675662602163,-0.667424660913129,Not sig
BraA09002334,46,46,69,9,11,29,0.0212235891030182,1.71620703399941,Up
BraA09002335,198,221,178,225.81,253,263,0.044950801501571,-0.313318784791348,Not sig
BraA09002336,24,6,24,21,21,7,0.837794552027,0.14017765804826,Not sig
BraA09002338,0.005,1.5,0.005,1,1,0.005,0.798398104750762,-0.409053687129841,Not sig
BraA09002339,7,25,35,4,1,5,0.143456595218456,2.74416109557041,Not sig
BraA09002340,56,59,37,70,102,133,0.0928644485879189,-1.00473791900666,Not sig
BraA09002341,4,2,7,6,4,12,0.35751289540622,-0.758991900496205,Not sig
BraA09002342,17,10,18,3,9,13,0.159361510120308,0.84799690655495,Not sig
BraA09002344,338,308,404,695,726,563.11,0.0106712138559319,-0.918102683748367,Not sig
BraA09002348,8,7,7,9,8,7,0.386808753918007,-0.125530882083859,Not sig
BraA09002349,212,272,263,31,41,70,0.0017298232727068,2.39521731328455,Up
BraA09002350,100,110,113.5,28.5,39.5,59.5,0.00916602612852717,1.34326846513365,Up
BraA09002351,100,110,113.5,28.5,39.5,59.5,0.00916602612852717,1.34326846513365,Up
BraA09002352,13,13,10,0.005,0.005,0.005,0.00687860570685251,11.2288186904959,Up
BraA09002360,0.005,0.005,0.005,1,0.005,13.5,0.381759293061955,-9.91737207947684,Not sig
BraA09002362,8,16,19,2,0.005,0.005,0.0482285152333512,4.41906925329789,Up
BraA09002363,0.005,0.005,0.005,1,0.005,13.5,0.381759293061955,-9.91737207947684,Not sig
BraA09002365,29,28,37,64,42,39,0.152975742569324,-0.625320238337297,Not sig
BraA09002371,326,328,464,132,218,192,0.0324818003117932,1.04455543148932,Up
BraA09002372,227,290,268,290,328,405,0.128894034097443,-0.382041585966339,Not sig
BraA09002374,9,26,18,56,43,11,0.289602228185365,-1.05343925896146,Not sig
BraA09002376,21,29,8,434,396,232,0.0315772464880582,-4.19458705567658,Down
BraA09002377,62,63,53,27,38,26,0.00484799992417314,0.967938790767702,Not sig
BraA09002379,93,153,157,134,153,203,0.376664252241034,-0.282001910474603,Not sig
BraA09002380,27.5,25.5,33.5,16,23.5,36,0.606664243004513,0.196223488311646,Not sig
BraA09002381,27.5,25.5,33.5,16,23.5,36,0.606664243004513,0.196223488311646,Not sig
BraA09002382,1260,1564,1821,43,56,42,0.0114151343456645,5.04191152887122,Up
BraA09002383,326,318,399,1821,1722,859,0.0660556608575169,-2.07741998737179,Not sig
BraA09002384,46,59,51,42,41,39,0.0888704260563353,0.354664881299362,Not sig
BraA09002385,73,80,78,7,14,15,4.88585054296851e-05,2.68182403997375,Up
BraA09002386,158,209,234,14,10,11,0.0135627602814035,4.10193816376622,Up
BraA09002387,106,101,125,128,156,197.84,0.120506811830076,-0.537370922461343,Not sig
BraA09002388,250.62,349,285,170,271,494.23,0.879453233707994,-0.0802633490201171,Not sig
BraA09002389,12,17,53,35,36,20,0.844910464385491,-0.150242635580613,Not sig
BraA09002391,3,10,11,57,6,16,0.360731283834252,-1.71881824745595,Not sig
BraA09002395,2,1,3,1,0.005,2,0.288037969398942,0.997597509784695,Not sig
BraA09002397,5,24,41,33,54,34,0.25402674824559,-0.789580220329628,Not sig
BraA09002398,29,28,31,0.005,0.005,0.005,0.000903009242228635,12.5183253076909,Up
BraA09002399,1,2,1,1,0.005,1,0.230202552696827,0.996397763319804,Not sig
BraA09002400,148,186,149,234,292,267,0.00959569311767255,-0.715297676868205,Not sig
BraA09002401,262,313.33,278,398,483,405,0.0173084597935705,-0.591714968700252,Not sig
BraA09002403,541,635.67,588,655,785,627,0.164475383933574,-0.228139969502587,Not sig
BraA09002404,1,1,2,0.005,0.005,0.005,0.0575857681940916,8.05889368905357,Not sig
BraA09002405,7,6,10,15,18,28,0.0734653885788619,-1.40717538150587,Not sig
BraA09002408,267,323,245,4,0.005,5,0.00684721420455453,6.53490611122986,Up
BraA09002409,49,47,55,21,38,54,0.31379725780964,0.418225776909891,Not sig
BraA09002410,194,201,220,75,79,166,0.0719251382338423,0.94251450533924,Not sig
BraA09002411,257,267,331,7,8,8,0.006904711322059,5.21621865371625,Up
BraA09002412,49,79,85,7,18,6,0.0225073032369164,2.78051330983896,Up
BraA09002413,2,5,7,0.005,1,0.005,0.0898541541806711,3.79299962908053,Not sig
BraA09002414,77,96,87,410,504,284,0.0382555132673277,-2.20404437976033,Down
BraA09002415,315,348,168,363,347,338,0.320613462694781,-0.334718334767106,Not sig
BraA09002416,106,109,88,75,117,81,0.545074843724452,0.150416842553099,Not sig
BraA09002417,192,274,237,52,43,119,0.00843787130129832,1.71591389267139,Up
BraA09002421,36,27,26,17,16,48,0.827519591627913,0.135883428081773,Not sig
BraA09002422,15,38,42,7,2,18,0.0962990224246645,1.81496810616748,Not sig
BraA09002423,223,288,318,490,638,189,0.342828771748485,-0.667811338760764,Not sig
BraA09002424,272,422,287,501,666,992.9,0.101068057390492,-1.13863947784837,Not sig
BraA09002425,0.005,9,1,1,1,5,0.772018967711878,0.515294340073412,Not sig
BraA09002429,0.005,1,1,0.005,0.005,0.005,0.183503419072274,7.06249592573376,Not sig
BraA09002430,86,105,89,245,251,138,0.0811122666427331,-1.17905601319444,Not sig
BraA09002431,137,170,185,12,10,13,0.00835661869714371,3.81323148839427,Up
BraA09002432,396,518,538,45,41,56,0.0096081087655893,3.35407861849107,Up
BraA09002435,199,263,204,14,8,20,0.00820430433753757,3.9870609442925,Up
BraA09002441,0.005,1,0.005,0.005,1,1,0.518518518518518,-0.989246943703125,Not sig
BraA09002442,5,3,0.005,0.005,4,3,0.868408946752783,0.192516352085439,Not sig
BraA09002443,15,29,22.71,16.99,20.58,15,0.369095703105007,0.34366330639567,Not sig
BraA09002445,32,17,6,14,3,17,0.475059898459236,0.69389687227432,Not sig
BraA09002446,1,2,0.005,38,30,50,0.0213540299486769,-5.29527805842538,Down
BraA09002447,1,0.005,0.005,1,1,0.005,0.518518518518518,-0.989246943703125,Not sig
BraA09002448,1035,1516.47,1320,179,234,414,0.00773592607625574,2.22692222825113,Up
BraA09002451,2,2,0.005,2.5,2,2,0.337013106535757,-0.698637475507107,Not sig
BraA09002452,45,44,41,37,27,45,0.309660003484838,0.254183488251528,Not sig
BraA09002453,2,2,0.005,2.5,2,2,0.337013106535757,-0.698637475507107,Not sig
BraA09002454,48,42,27,38,36,50,0.776495007095261,-0.0838315908034708,Not sig
BraA09002456,354,361,335,286,330,381,0.591132448354674,0.0747239181552892,Not sig
BraA09002457,381,676.5,732,689.5,822,341.5,0.912438404434211,-0.0503063376108814,Not sig
BraA09002458,381,676.5,732,689.5,822,341.5,0.912438404434211,-0.0503063376108814,Not sig
BraA09002459,9,8,9,5,9,10,0.708109421613733,0.115477217419936,Not sig
BraA09002461,3,7,2,30,44,47,0.0144050517173921,-3.33390073655344,Down
BraA09002462,52,64,53,3,1,2,0.00424982177106329,4.81591693556103,Up
BraA09002465,4,2,2,0.005,1,0.005,0.0537142547186929,2.98564470702293,Not sig
BraA09002467,375,462,419,444,653,823,0.175649822451213,-0.612269846716892,Not sig
BraA09002468,192,88,78,113,54,31,0.299811184282422,0.854459157184647,Not sig
BraA09002469,43,42,59,40,41,64,0.974091806895003,-0.00998408857262213,Not sig
BraA09002470,216,311,282,185,223,161,0.0859468768668835,0.507711050123396,Not sig
BraA09002471,22,22,18,30,27,36,0.0407978442680908,-0.584962500721156,Not sig
BraA09002474,234,302,297.41,40.93,58.93,93.95,0.00208982821837746,2.10438339959119,Up
BraA09002477,203,253,245,13,22,24,0.00378248303668864,3.57062758464878,Up
BraA09002479,207,222,217,359,388,254,0.0990728863323238,-0.631835904142069,Not sig
BraA09002480,0.005,2,0.005,4,11,7,0.0694737740605949,-3.45223611723309,Not sig
BraA09002481,15,15,15,20,24,34,0.118352719510313,-0.793549122532574,Not sig
BraA09002483,53,60,55,83,106,72,0.0847647120718336,-0.635588573791124,Not sig
BraA09002485,93,152,130,61,47,33,0.0290892682108835,1.41119543298445,Up
BraA09002486,21,20,24,2,2,8,0.00348802780996584,2.4374053123073,Up
BraA09002488,241,284,261,316.62,394,385,0.0333525537201237,-0.479146289482611,Not sig
BraA09002489,16,23,25,8,8,16,0.0490475415107386,1,Up
BraA09002491,54,76,54,110,113,66,0.133286405256002,-0.651363726443666,Not sig
BraA09002492,8,8,8,6,10,7,0.807549910270125,0.0614005446641433,Not sig
BraA09002494,42,43,36,38,32,59,0.779419509589403,-0.0923640181486596,Not sig
BraA09002498,68,76,61,88,96,132,0.100456725990139,-0.624300648671657,Not sig
BraA09002499,8,22,8,4,0.005,27,0.823526678246874,0.293498529071706,Not sig
BraA09002501,0.005,3,3,1,4,3,0.644211459382974,-0.413835754069091,Not sig
BraA09002502,94,142,118,31,70,107,0.147079081436015,0.767165831941905,Not sig
BraA09002503,179,182,178,427,404,262,0.0698919192791786,-1.0199362229194,Not sig
BraA09002505,494,584,546,711,703,689,0.0206193259546176,-0.372897217546603,Not sig
BraA09002506,1,1,4,0.005,2,2,0.613384402263207,0.583160258087171,Not sig
BraA09002513,11,5,8,21,22,38,0.0635788316699893,-1.75488750216347,Not sig
BraA09002519,207,274,202,321,379,222,0.219899316400721,-0.432881172139247,Not sig
BraA09002520,19,20,18,5,14,16,0.159048244826568,0.703606997219775,Not sig
BraA09002521,106,126,111,282,308,186,0.0567722988644014,-1.17784807601432,Not sig
BraA09002529,141,132,140,3,7,3,4.60584571418862e-05,4.98955825327835,Up
BraA09002530,22,28,24,19,32,32,0.572566857063798,-0.165586065717975,Not sig
BraA09002531,89,127,88,69,96,94,0.39493175678806,0.231119225757032,Not sig
BraA09002532,256,349,256,329,373,363,0.14683460768135,-0.306768287716357,Not sig
BraA09002533,5,0.49,1,0.005,3.99,1.59,0.877851917902747,0.216661197515823,Not sig
BraA09002535,151,177,261,6,5,10,0.029165477372448,4.8098064010517,Up
BraA09002537,8,9,4,9,3,20,0.544038442070683,-0.60768257722124,Not sig
BraA09002538,37,41,31,53,80,85,0.0575577849793938,-1,Not sig
BraA09002539,11,22,15,12,7,20,0.579208967263666,0.299560281858908,Not sig
BraA09002544,4,1,0.005,0.005,2,2,0.823205695351006,0.321567826427283,Not sig
BraA09002551,111,131,137,45,84,116,0.150047262872648,0.629416099168521,Not sig
BraA09002553,20,23,25,6,6,25,0.241001540215916,0.87800947562139,Not sig
BraA09002561,5,3,4,1,1,3,0.0584402427294931,1.26303440583379,Not sig
BraA09002562,9,44,28,37,35,37,0.453711007264434,-0.428334321892302,Not sig
BraA09002563,287,292,339,129,211,163,0.0116381796144244,0.867935753608281,Not sig
BraA09002564,134,134,164,41,64,66,0.00290233456249207,1.33703498727757,Up
BraA09002568,47,81,38,193,175,166,0.00286340563850417,-1.68565650034063,Down
BraA09002569,2,5,2,1,0.005,27,0.548547722592786,-1.63768752173032,Not sig
BraA09002571,515,581,648,644,804,589,0.277478334066947,-0.224045940188961,Not sig
BraA09002572,101,123.1,151.04,209,222,262,0.00812516174769452,-0.88542625112017,Not sig
BraA09002577,2,2,3,2,5,4,0.266693028651418,-0.652076696579693,Not sig
BraA09002579,1,1,0.005,1,0.005,0.005,0.518518518518518,0.989246943703126,Not sig
