	TH-1	TH-2	TH-3	T-1	T-2	T-3	pvalue	log2FC	UPDOWN
BraA09000495	212	183	219	80	83	79	0.00726112510883846	1.34323160809558	Up
BraA09000497	126	120	135	75	87	83	0.00152039490029468	0.637009248490751	Not sig
BraA09000498	177	185	174	113	123	128	0.000712208388684403	0.558294550259076	Not sig
BraA09000499	40	13	53	52	48	63	0.243431000414882	-0.620807699667878	Not sig
BraA09000500	77	91	70	83	109	102	0.136702365447553	-0.304854581528421	Not sig
BraA09000501	76	58	96	31	38	31	0.0530227090546552	1.20163386116965	Not sig
BraA09000502	74	40	67	19	34	30	0.0706437398327529	1.12480645573628	Not sig
BraA09000503	93	70	54	667	872	991	0.0137445500999011	-3.54337043713719	Down
BraA09000504	5	2	2	67	58	84	0.0117475653696275	-4.53743413063857	Down
BraA09000505	82	50	76	55	62	84	0.867842354258715	0.0493880269621635	Not sig
BraA09000506	793	487.26	651	294	348	265	0.0521931629161399	1.09036794739682	Not sig
BraA09000508	3	2.5	1	0.5	0.5	1	0.12120323138733	1.70043971814109	Not sig
BraA09000510	0.005	0.005	0.005	125	204	187	0.0189309169253263	-15.0701209444768	Down
BraA09000512	245	417	274	11	8	1	0.0286813452267968	5.54843662469604	Up
BraA09000513	138	101	133.91	36	55	38.99	0.00895039870118284	1.52042684267272	Up
BraA09000515	687	428	727	247	292	198	0.0496987167462217	1.32153653699627	Up
BraA09000516	250	306	340	522	563	591	0.00184656191856878	-0.903451511641747	Not sig
BraA09000517	0.81	2	0.005	0.82	1.67	0.69	0.8645215991893	-0.175891843204126	Not sig
BraA09000518	28	42	25	54	56	52	0.0452043678374409	-0.769994394553677	Not sig
BraA09000519	3.19	0.005	0.005	4.18	7.33	6.31	0.026652528040141	-2.47735352663456	Down
BraA09000525	301	271	380	119	159	158	0.0217586362504776	1.12663343853102	Up
BraA09000526	205.68	142	204.83	86	171	154	0.234158655400367	0.426862182488242	Not sig
BraA09000530	18.5	17.5	13.5	22.5	44	44.5	0.0998645713342341	-1.1650592462705	Not sig
BraA09000531	21.68	10.83	15.64	7.92	10.75	9.31	0.158574875192125	0.783139835566069	Not sig
BraA09000532	10.24	7.7	11.98	12.75	14.94	14.4	0.0622706122907252	-0.492367334453419	Not sig
BraA09000533	10.24	7.7	11.98	12.75	14.94	14.4	0.0622706122907252	-0.492367334453419	Not sig
BraA09000534	21.68	10.83	15.64	7.92	10.75	9.31	0.158574875192125	0.783139835566069	Not sig
BraA09000535	18.5	17.5	13.5	22.5	44	44.5	0.0998645713342341	-1.1650592462705	Not sig
BraA09000536	158.87	196.91	240.85	82	83	90	0.0393109648310229	1.22633927461024	Up
BraA09000537	37	16	19	38	42	31	0.175973416072457	-0.624490864907793	Not sig
BraA09000538	47	57	37	344	354	480	0.0144205816555922	-3.06257247143167	Down
BraA09000539	112	86	100	64	77	56	0.0271759495444953	0.597116701005785	Not sig
BraA09000540	452	479	604	202	254	233	0.0186315422462452	1.15566276755325	Up
BraA09000542	9	20	5	3	12	14	0.78252120131355	0.229481846122767	Not sig
BraA09000543	177	149	149	93	130	109	0.0292617835977657	0.516744271871385	Not sig
BraA09000544	50	12	24	7	6	2	0.167093985286165	2.51937415909358	Not sig
BraA09000545	36	32	40	29	36	30	0.244832763768361	0.185031893832521	Not sig
BraA09000546	92	87	86	55	75	57	0.0456674182070145	0.502954089562925	Not sig
BraA09000549	47	48	39	60	68	79	0.0294689120783857	-0.627397767041553	Not sig
BraA09000550	720	780	628.05	302.74	394	311	0.00359361689906981	1.0784085812341	Up
BraA09000556	250	302	301	87	107	88	0.0036876598111804	1.5968505789195	Up
BraA09000557	32	7	6	86	99	90	0.00494937946826796	-2.61143471208235	Down
BraA09000560	345	362	349	89	114	102	2.27896663724785e-05	1.7917286869082	Up
BraA09000561	11	5	7	2	3	1	0.0727929274461106	1.93859945533586	Not sig
BraA09000563	107	78	127	83	126	125	0.733419634854329	-0.0983020736118038	Not sig
BraA09000564	89	69	83	95	130	106	0.0813688678337587	-0.457798070577256	Not sig
BraA09000565	295	204	230	397	570	373	0.0644562657772138	-0.878242281018198	Not sig
BraA09000566	1	0.005	1	0.005	0.005	0.005	0.183503419072274	7.06249592573376	Not sig
BraA09000568	1	7	9	3	2	2	0.29902900563203	1.28010791919274	Not sig
BraA09000570	153	111	116	246	290	270	0.00151635327258271	-1.08478042019702	Down
BraA09000571	6	2	4	11	5	10	0.113040293727292	-1.11547721741994	Not sig
BraA09000572	100	106	95	100	76	114	0.777026613313886	0.0537105867447675	Not sig
BraA09000574	1	1.5	0.005	0.005	0.005	0.005	0.199483120730267	7.38370429247405	Not sig
BraA09000575	1	1.5	0.005	0.005	0.005	0.005	0.199483120730267	7.38370429247405	Not sig
BraA09000576	0.005	0.005	0.005	0.005	1	1	0.183503419072274	-7.06249592573376	Not sig
BraA09000577	1	0.005	1	4	8	1	0.20994986590807	-2.6968374814609	Not sig
BraA09000579	18	7	6.06	34	29	35	0.0148628739711356	-1.65772391950263	Down
BraA09000581	404	270	394	236	250	212	0.0953131700896162	0.613612705477902	Not sig
BraA09000583	23	11	26	41	92	71	0.0723359724908712	-1.76553474636298	Not sig
BraA09000585	114	98	104	70	100	87	0.138093415862582	0.298156198983225	Not sig
BraA09000588	146	95	125	207	175	282	0.0703054577754445	-0.859339593062882	Not sig
BraA09000590	1052	794	1274	17	33	33	0.018137186717877	5.23229088240269	Up
BraA09000592	12	13	0.005	934	799	500	0.0289290847333946	-6.48062283588963	Down
BraA09000595	0.005	1	0.005	1	0.005	1	0.518518518518518	-0.989246943703125	Not sig
BraA09000596	10	18	1	7	4	2	0.392856606074726	1.15754127698648	Not sig
BraA09000597	69	69	68	54	69	69	0.449283940739293	0.101538026462062	Not sig
BraA09000598	1641	1728	2183	8	2	0.005	0.0081643310397142	9.11614259044724	Up
BraA09000599	3	10	6	0.005	0.005	0.005	0.0891421933218572	10.3068212024972	Not sig
BraA09000600	72	54	82	5	10	7	0.0147710836395031	3.24100809950379	Up
BraA09000601	2	1	1	1	0.005	0.005	0.10139614421257	1.98564470702293	Not sig
BraA09000602	13	7	6	19	78	80	0.12665837862932	-2.76716583194191	Not sig
BraA09000607	1	4.47	0.005	0.005	1	0.005	0.38693584336528	2.43850367173674	Not sig
BraA09000608	0.005	0.005	0.005	23	20	16	0.0104678480546394	-11.9415367384154	Down
BraA09000609	4.5	3.5	5	4	1.5	3.5	0.222200550399151	0.53051471669878	Not sig
BraA09000610	22	13.53	5	15	14	12	0.977633278819605	-0.0166337343459677	Not sig
BraA09000614	4.5	3.5	5	4	1.5	3.5	0.222200550399151	0.53051471669878	Not sig
BraA09000615	5	3	0.005	4	5	2	0.594482778161457	-0.458530215895765	Not sig
BraA09000616	12	15.5	14.5	4.5	8.5	9	0.0228037118433113	0.932885804141463	Not sig
BraA09000618	197	272	127	98	75	61	0.0940492355753324	1.34880380087876	Not sig
BraA09000619	28	32	31	17	42	31	0.967682800548267	0.0159415438690215	Not sig
BraA09000620	84	40	46	1118	1161	1644	0.0171626801222311	-4.52835068393939	Down
BraA09000621	191	152	295	5	3	6	0.0395644160111141	5.51005769170727	Up
BraA09000622	8	9	7	160	64	107	0.0662989886184671	-3.78572490608606	Not sig
BraA09000623	3	0.005	0.005	13	16	7	0.0399284281594413	-3.58016151445733	Down
BraA09000625	7	3	10	5	2	4	0.276105097229476	0.862496476250065	Not sig
BraA09000627	115	103	88	251	529	512	0.0663868731599227	-2.07800251200127	Not sig
BraA09000628	51	28	74	3	9	10	0.0776494501940171	2.79795622405535	Not sig
BraA09000629	62	59	57	74	102	95	0.0624791029700084	-0.606415610387474	Not sig
BraA09000630	57	64	73	38	47	39	0.0188533305487463	0.645716531800252	Not sig
BraA09000631	2	1	2	4	2	1	0.538386246627506	-0.485426827170242	Not sig
BraA09000635	0.005	0.005	7.94	0.005	1.58	1.24	0.586567679228046	1.49270399286917	Not sig
BraA09000636	27	18	8	10	17	2	0.319539691521405	0.869939459435627	Not sig
BraA09000637	153	146	208	1	3	0.005	0.0132612031791401	6.98403969436936	Up
BraA09000638	196	166	227.06	132	130.42	128.76	0.0641838344111773	0.590581979422507	Not sig
BraA09000640	3	2	3	5	7	2	0.300921891623641	-0.807354922057604	Not sig
BraA09000641	13	13	10	35	36	43	0.00413438793925818	-1.66296501272243	Down
BraA09000642	1360	1275	1592	733	850	856	0.0136895928164491	0.793344354234609	Not sig
BraA09000643	16	6	10	8	15	16	0.577263041759874	-0.285402218862248	Not sig
BraA09000644	195	72	168	780	1062	1128	0.00923171581462646	-2.77137562495204	Down
BraA09000645	48	61	27	66	65	74	0.137202570049872	-0.592017258255107	Not sig
BraA09000647	10	3	15	44	50	74	0.0248744200887007	-2.58496250072116	Down
BraA09000649	103	91	100	140	117	121	0.039618690303314	-0.362570079384708	Not sig
BraA09000650	445	440	592	292	366	419	0.103772789663368	0.455651576220582	Not sig
BraA09000651	3	0.005	1	2	1	1	0.998716325057259	0.00180224263398538	Not sig
BraA09000652	496	434	737	130	162	135	0.0450938202490911	1.96494612936593	Up
BraA09000654	31	15	18	199	317	269	0.0180710285669326	-3.61654884377899	Down
BraA09000655	33	50	63	13	11	13	0.0519011434481349	1.98037119325107	Not sig
BraA09000656	33	33	27	57	55	69	0.0107445490912688	-0.960687075975174	Not sig
BraA09000660	251	277	409	94	106	122	0.0490741987920537	1.54098835954457	Up
BraA09000662	0.005	2	3	4	4	3	0.139172424609621	-1.13606154957603	Not sig
BraA09000664	169	165	181	96	130	154	0.106513748967475	0.438573013739633	Not sig
BraA09000665	93	82	162	72	66	53	0.186594583280032	0.81917595314611	Not sig
BraA09000666	0.005	0.005	0.005	7.99	15.92	5.3	0.0926284845739779	-10.927284142108	Not sig
BraA09000667	0.005	6	0.005	3939.01	5790.08	5546.7	0.0127676786703468	-11.3115943807428	Down
BraA09000668	212	251	258	649	676	714	8.20812719580147e-05	-1.49979061077577	Down
BraA09000669	0.005	0.005	1	2	7	4	0.10403184281189	-3.68608442516402	Not sig
BraA09000671	78	47	90	5	9	4	0.0344321021490938	3.57826784814715	Up
BraA09000672	133	67	144	17	14	17	0.0543365537612354	2.84130225398094	Not sig
BraA09000675	207	235	314	61	79	66	0.0264795346135322	1.87574189703785	Up
BraA09000681	36	37	41	98	154	121	0.0326878957334583	-1.7101418060905	Down
BraA09000682	40	14	30	305	284	390	0.00875960175532665	-3.54284762682493	Down
BraA09000683	59	30	59	51	45	37	0.669504241703759	0.15417093012776	Not sig
BraA09000684	43	33	46	50	59	49	0.0793273537911947	-0.373043410614217	Not sig
BraA09000685	60	45	56	145	193	175	0.00871927748509967	-1.67189813749244	Down
BraA09000687	1	0.005	0.005	67	87	90	0.00774918303080984	-7.91638204458582	Down
BraA09000688	2	2	3	1	4	3	0.750738145858919	-0.192645077942396	Not sig
BraA09000689	8	3	5	7	6	10	0.285798250851916	-0.523561956057013	Not sig
BraA09000690	229	169	219	107	149	93	0.0238343457529818	0.822043452939766	Not sig
BraA09000691	15	4	13	31	40	50	0.0153164653243007	-1.91886323727459	Down
BraA09000693	0.005	0.005	0.005	19	15	8	0.0489197075697524	-11.4512111118323	Down
BraA09000694	52	37	48	238	184	232	0.0066714118400023	-2.25511474253756	Down
BraA09000695	447	709	895	135	170	162	0.054683948665749	2.13483303677019	Not sig
BraA09000698	490	414	533	267	311	311	0.0215711229646768	0.692804737627567	Not sig
BraA09000699	27	18	20	27	30	20	0.377214846965887	-0.244418727666447	Not sig
BraA09000700	6	8	1	9	5	14	0.266572716749683	-0.900464326449086	Not sig
BraA09000701	110	132	148	25	79	57	0.020190457132515	1.27641343563499	Up
BraA09000704	16.7	4	3	10	10	10	0.680852046659651	-0.340075441597622	Not sig
BraA09000705	8.5	5	0.5	8.5	9.5	3.5	0.449038491783026	-0.618909832644494	Not sig
BraA09000707	8.5	5	0.5	8.5	9.5	3.5	0.449038491783026	-0.618909832644494	Not sig
BraA09000710	2	0.005	0.005	1	5	2	0.238663826483945	-1.9928044985958	Not sig
BraA09000711	7	3	2	31.76	33	19	0.0236608527233724	-2.80322703643493	Down
BraA09000712	190	200.74	227	169.98	202.27	248.84	0.967795085560285	-0.00780258819619278	Not sig
BraA09000713	0.005	2.26	0.005	8.02	13.73	16.16	0.0298352456509921	-4.06181425387973	Down
BraA09000714	26	46	52	0.005	0.005	0.005	0.0343179652433964	13.0130899994404	Up
BraA09000716	134	61	76	58	60	59	0.294492286104832	0.614543491270874	Not sig
BraA09000717	26	23	42	24	31	30	0.774796121569579	0.0984037040609945	Not sig
BraA09000718	176	137	186	170	185	160	0.770049561098175	-0.04553261673332	Not sig
BraA09000720	21	20	33	3	8	11	0.033588959932428	1.75002174699165	Up
BraA09000721	0.005	0.005	0.005	4	2	4	0.0378566912152115	-9.38082178394093	Down
BraA09000722	2	7	2	1	1	0.005	0.210418945468964	2.4558293819571	Not sig
BraA09000723	3	5	2	132	187	218	0.0197768534540984	-5.74685018309805	Down
BraA09000724	0.005	0.005	0.005	21	10	10	0.0650805191248787	-11.4164456936717	Not sig
BraA09000725	3	2	4	23	18	7	0.108544548169926	-2.41503749927884	Not sig
BraA09000726	621	649	567	980	1176	1064	0.00708641988798977	-0.80970906189063	Not sig
BraA09000728	45.12	57.97	54.45	38.1	50.53	30.18	0.153139868852467	0.407061910829746	Not sig
BraA09000729	104	52	49	58	126	56	0.710376585465046	-0.227410496103073	Not sig
BraA09000730	10	8	4	4	2	1	0.0866888024874278	1.65207669657969	Not sig
BraA09000731	1	3	1	76	90	128	0.024854887113184	-5.877744249949	Down
BraA09000732	149	260	113	404	506	731	0.0435703997624537	-1.65245352694383	Down
BraA09000733	18	8	10	30	37	35	0.00590481750463768	-1.50250034052918	Down
BraA09000734	413	384	539	299	324	285	0.0882336691090937	0.557155805183137	Not sig
BraA09000735	51.5	24	55	19.5	26	23.5	0.167513859071667	0.919381539791715	Not sig
BraA09000736	101	53	121	63	77	60	0.340648828168595	0.459431618637297	Not sig
BraA09000737	87	90	80	57	67	63	0.00492555121294454	0.458730089306241	Not sig
BraA09000738	24	13	11	13	6	12	0.303277962282935	0.630766190334281	Not sig
BraA09000739	112	119	119	87	70	75	0.00710270602490386	0.593230116704757	Not sig
BraA09000740	36	26	49	1	0.005	0.005	0.0311662163676523	6.78006057337304	Up
BraA09000741	94	146	99	23	12	19	0.0255200428473693	2.65025396097288	Up
BraA09000742	325	229	443	66	66	83	0.0509160987787376	2.21325684480874	Not sig
BraA09000744	17	18	18	9	6	10	0.0115323837392763	1.08406426478847	Up
BraA09000746	0.005	1	0.005	43	40	46	0.00117954380642228	-6.99687196244618	Down
BraA09000748	2	0.005	2	0.005	1	0.005	0.27349960780031	1.98744694965692	Not sig
BraA09000749	365	316	513	248	189	244	0.0903478972089914	0.810076133252734	Not sig
BraA09000750	660	551	806	183	181	201	0.0218436203125258	1.83588831131041	Up
BraA09000755	0.005	0.005	0.005	17	61	69	0.0937996440221016	-13.2585660338899	Not sig
BraA09000756	5	2	1	2	1	3	0.652809108959384	0.415037499278844	Not sig
BraA09000759	36	44	56	356	365	384	1.52389943788914e-05	-3.02236781302845	Down
BraA09000760	43	43	33	51	72	71	0.0485536337598076	-0.705095078879184	Not sig
BraA09000761	38	33	19	37	40	36	0.308680651882581	-0.328325866085513	Not sig
BraA09000762	1250	1920	994	661	857	617	0.125802959630516	0.963733998791564	Not sig
BraA09000764	23	20	12	51	81	70	0.0200907967115324	-1.87685176922713	Down
BraA09000765	221.27	217	254.11	477.55	548	528.55	0.00102022907313038	-1.16644338136252	Down
BraA09000766	13375.61	9440.57	24095.37	2863.72	3252.61	3122.65	0.103031203638319	2.34413768014953	Not sig
BraA09000767	5	2	9	2	4	1	0.276105097229477	1.1926450779424	Not sig
BraA09000768	2	1	2	0.005	2	3	0.998715904969437	-0.00144197417390627	Not sig
BraA09000772	0.005	2	0.005	7	7	12	0.0278001977380904	-3.69324421673689	Down
BraA09000773	832.09	632	1246	346	332	324	0.0875734235062254	1.43545825463188	Not sig
BraA09000774	22	19	24	31	30	25	0.0441507638760639	-0.403896941673643	Not sig
BraA09000778	74	61	97	2	2	1	0.0187210640172271	5.53605290024021	Up
BraA09000779	0.005	0.005	0.005	6	29	47	0.147815727725063	-12.4164456936717	Not sig
BraA09000780	6	6	2	5	18	15	0.169592797456672	-1.44057259138598	Not sig
BraA09000782	58	36	64	19	26	18	0.0553480535937803	1.32650082467719	Not sig
BraA09000783	6	3	12	61	59	53	0.00015237379410904	-3.04231080485796	Down
BraA09000785	104	84	115	54	72	46	0.0223744307881209	0.816909228770853	Not sig
BraA09000786	14	17	15	39	48	56	0.0196085843651911	-1.63630938072138	Down
BraA09000793	62	112	121	88	62	60	0.262433173770482	0.490325626583081	Not sig
BraA09000794	0.005	1	2	100	166	233	0.04989492661654	-7.3755310144008	Down
BraA09000795	3	4	0.005	0.005	0.005	0.005	0.191732765732937	8.86727873970966	Not sig
BraA09000796	15	10	14	259	265	289	0.000963994628765804	-4.38170932321278	Down
BraA09000797	535	557	552	508	630	647	0.395497123273887	-0.118713775234779	Not sig
BraA09000799	13	7	10	17	24	22	0.0163562501166986	-1.0703893278914	Down
BraA09000800	769.26	862.88	1096.55	577.56	620.11	690.2	0.0900140273868686	0.531449079591553	Not sig
BraA09000804	1027.74	978.12	1383.45	658.44	711.89	727.8	0.0741568167382756	0.691887527603353	Not sig
BraA09000806	547	391	567	312	518	409	0.337823884118228	0.280587299506463	Not sig
BraA09000807	24	20	8	0.005	0.005	0.005	0.0690864829238979	11.7593334071947	Not sig
BraA09000808	14	4	11	15	18	42	0.207549285854542	-1.37083769536831	Not sig
BraA09000810	4	5	6	17	8	11	0.112029331994835	-1.26303440583379	Not sig
BraA09000811	18	3	6	17	28	12	0.203423304635476	-1.07800251200127	Not sig
BraA09000812	4	0.005	0.005	1	5	3	0.399756404740022	-1.16632276476212	Not sig
BraA09000813	25	21	21	31	33	30	0.00741985896377859	-0.488499661219865	Not sig
BraA09000814	23	18	17	53	77	71	0.0171383460487974	-1.79307069605136	Down
BraA09000815	62	49	87	97	132	150	0.0394705218730442	-0.936697418091482	Not sig
BraA09000816	2	0.005	3	3	3	10	0.252825234275971	-1.67662993093873	Not sig
BraA09000819	13	16	31	13	41	16	0.769127466905024	-0.222392421336448	Not sig
BraA09000822	3	3	0.005	8	17	12	0.0440240877352949	-2.62328911969804	Down
BraA09000823	29	23	42	39	34	34	0.525794801528927	-0.18687813472351	Not sig
BraA09000824	255	257	274	204	209	258	0.145215829266141	0.228216546058423	Not sig
BraA09000825	176	121	164	111	87	60	0.0392199263501493	0.837395685006084	Not sig
BraA09000827	7	8	5	23	37	31	0.0238476255249527	-2.18586654531133	Down
BraA09000828	1	1	1	15	7	3	0.173189369196888	-3.05889368905357	Not sig
BraA09000829	177	127	115	265	237	288	0.00793989285285539	-0.914902409365114	Not sig
BraA09000830	2	11	9	672	1086	1184	0.0249862183290752	-7.06314991261753	Down
BraA09000831	229	192	278	136	170	160	0.0734680607929972	0.584962500721156	Not sig
BraA09000832	72	92	58	86	124	103	0.110012025769494	-0.495602980582512	Not sig
BraA09000833	17	12	65	75	105	105	0.0426347721999733	-1.60022925737447	Down
BraA09000834	731	1140	1479	272	301	347	0.0630577540463874	1.86445532928812	Not sig
BraA09000835	276	185	263	70	98	87	0.0243076430251544	1.50549245022435	Up
BraA09000836	203	197	261	508	497	552	0.00042542713480212	-1.23604676757135	Down
BraA09000838	0.005	0.005	0.005	0.14	0.005	0.18	0.190216762853524	-4.4374053123073	Not sig
BraA09000840	41	36	38	17	32	33	0.159763442088487	0.487938046326292	Not sig
BraA09000841	1	1	4	2	2	1	0.776898208014628	0.263034405833794	Not sig
BraA09000842	199	193	202	148	206	182	0.369310521038547	0.148229930342994	Not sig
BraA09000843	54	33	36	26	41	30	0.344016111893467	0.342601663152112	Not sig
BraA09000844	607	667	631	173	245	209	0.000117213369369635	1.60325364957865	Up
BraA09000845	5	9	2	3	10	5	0.829806548841696	-0.169925001442312	Not sig
BraA09000846	174	209	183	189	235	179	0.580701221474219	-0.0913559490682026	Not sig
BraA09000847	221	233	260	276	396	352	0.0863641923932165	-0.5202197359709	Not sig
BraA09000848	13	6	12	0.005	2	0.005	0.0381124576347463	3.94700080898267	Up
BraA09000849	112	117	96	106	109	119	0.7117088778184	-0.0394083845582354	Not sig
BraA09000851	13	17	12	22	18	24	0.0357321547850916	-0.60768257722124	Not sig
BraA09000852	9	3	5	6	15	4	0.534697956802115	-0.556393348524385	Not sig
BraA09000854	2	24	0.005	4	7	3	0.656123313291061	0.893362210763871	Not sig
BraA09000855	52	32	24	209.03	202	234.01	0.000174778600974035	-2.57835731483292	Down
BraA09000856	561	357	492	206	226	199	0.0470519039317492	1.15998325230361	Up
BraA09000857	185.27	151.88	138	172.05	259.81	246.76	0.114851935671894	-0.514220919738621	Not sig
BraA09000858	0.005	4	4	1	2	2	0.534037910165849	0.67897330785417	Not sig
BraA09000859	3	0.005	0.005	0.005	2	2	0.797783262491302	-0.412038755649008	Not sig
BraA09000860	116	138	80	75	89	57	0.142682455200312	0.59580173308262	Not sig
BraA09000861	51	16	34	1540	2339	2206	0.0148885581027184	-5.9128300648493	Down
BraA09000862	352	310	354	204	177	220	0.00204635703262716	0.75746350606098	Not sig
BraA09000865	4	2	4.5	0.5	1.5	1	0.0674749205655816	1.8073549220576	Not sig
BraA09000866	21	11	10	16	8	12	0.662674275424463	0.222392421336448	Not sig
BraA09000868	551	488	673	339	411	405	0.0592902679265707	0.567789850097727	Not sig
BraA09000869	1888	1741	2573	1307	1509	1538	0.129402809097073	0.510392118424416	Not sig
BraA09000870	72	50	82	273	335	407	0.0156036544003393	-2.31483867010104	Down
BraA09000871	152	159	127	114	141	175	0.902787410719339	0.026594210011713	Not sig
BraA09000874	0.005	0.005	0.005	42	41	47	0.00182970887336015	-13.081261502082	Down
BraA09000876	5	4	5	7	6	2	0.849393119192957	-0.0995356735509144	Not sig
BraA09000877	69	65	50	228	221	255	0.000548220382906069	-1.93586966258028	Down
BraA09000878	163	162	246	117	154	146	0.198268725872016	0.453443361918179	Not sig
BraA09000879	71	97	87	15	33	27	0.00423079634203613	1.76553474636298	Up
BraA09000881	89	132	37	15	17	6	0.114184051389146	2.76329974197967	Not sig
BraA09000882	3	12	6	76	81	89	0.000176306778060355	-3.55019708256048	Down
BraA09000883	70	72	58	68	78	72	0.325552726057782	-0.124328135002202	Not sig
BraA09000884	971.14	334	612.8	265.94	351.85	70.37	0.14295190149104	1.47874164691055	Not sig
BraA09000887	1.86	0.005	0.2	0.06	2.15	3.63	0.364549524493184	-1.49982658746057	Not sig
BraA09000888	77	53	77	104	123	130	0.0109770515177877	-0.786293306529774	Not sig
BraA09000889	205	187	213	129	117	126	0.00343347236761844	0.701632521053925	Not sig
BraA09000890	22	27	29	14	25	26	0.392916592292348	0.263034405833794	Not sig
BraA09000892	67	41	58	130	121	119	0.00522018432979105	-1.15634202916939	Down
BraA09000893	69	60	63	29	61	31	0.142309531840053	0.666099263446562	Not sig
BraA09000894	127	143	103	89	130	72	0.267554624963325	0.358156477346954	Not sig
BraA09000896	15	12	11	14	5	19	1	0	Not sig
BraA09000898	1	1	0.005	0.005	0.005	0.005	0.183503419072274	7.06249592573376	Not sig
BraA09000899	2099.35	2386	2521.05	2974.1	4224.68	3370.84	0.0719884536891903	-0.59317824972554	Not sig
BraA09000900	156	137	242	0.005	0.005	0.005	0.0312803063306731	15.1222887703421	Up
BraA09000904	52	52	64	62	74	82	0.0857716986305704	-0.375866901998166	Not sig
BraA09000905	47	61	28	52	118	100	0.137419606353109	-0.989352755800491	Not sig
BraA09000906	68	51	46	101	126	121	0.00406776077147522	-1.07662128160291	Down
BraA09000907	64	64	67	37	47	36	0.0137846925869524	0.700439718141092	Not sig
BraA09000908	80	69	89	53	59	38	0.0263862963228116	0.665999072812063	Not sig
BraA09000909	278	215	351	100	171	150	0.0493777498949114	1.00342276564079	Up
BraA09000910	5	3	1	4	2	1	0.671737255330593	0.362570079384708	Not sig
BraA09000911	29	12	13	5	11	3	0.156331786720055	1.50695998871988	Not sig
BraA09000914	30	48	36	0.005	0.005	1	0.0188462098755674	6.81853472118767	Up
BraA09000915	103.99	135.99	109.96	33	38	35	0.0128417409895176	1.72304331691806	Up
BraA09000916	99	103	78	71	118	89	0.968736753663546	0.010341944221459	Not sig
BraA09000917	2	0.005	0.005	3	3	5	0.0334579598843166	-2.45223611723309	Down
BraA09000918	41	23	16	44	68	60	0.0405027458265416	-1.10433665981474	Down
BraA09000919	16	14	14	480	456	581	0.00601708765131435	-5.10757375160974	Down
BraA09000922	0.005	0.005	0.005	10	7	13	0.028741646327233	-10.9657842846621	Down
BraA09000924	2	1	2	4	3	2	0.133583243118037	-0.84799690655495	Not sig
BraA09000925	251	320	241	140	185	171	0.032259231855731	0.711139606798301	Not sig
BraA09000927	5	5	4	21	19	17	0.00385034055595322	-2.02553509210714	Down
BraA09000928	17	23	20	20	33	29	0.187574148525747	-0.450661409009565	Not sig
BraA09000929	29.5	18	32	17.5	17.5	21	0.205283464313347	0.505528033226751	Not sig
BraA09000930	29.5	18	32	17.5	17.5	21	0.205283464313347	0.505528033226751	Not sig
BraA09000931	0.005	0.005	0.005	1	2	0.005	0.225662696077777	-7.64625867999003	Not sig
BraA09000932	1	0.005	0.005	0.005	4	3	0.233311338504007	-2.79402975767902	Not sig
BraA09000933	156	155	170	13	17	9	0.000146841820519666	3.62449086490779	Up
BraA09000934	66	55	41	37	62	48	0.650620045061254	0.14017765804826	Not sig
BraA09000936	42	15	39	121	120	87	0.006454724060325	-1.77258950389693	Down
BraA09000937	585	502	692	541	660	659	0.712400992129719	-0.0642361107282339	Not sig
BraA09000938	723	756	1122	397	442	425	0.0718804601889312	1.04106993576589	Not sig
BraA09000939	4.2	0.005	2.52	0.005	1.75	2.56	0.610613603585109	0.640173708265032	Not sig
BraA09000940	30	41	55	4	0.005	1	0.0279514716691187	4.65390985443865	Up
BraA09000941	0.005	0.005	1	2	3	0.005	0.266479847477928	-2.3090147760842	Not sig
BraA09000942	187	148	157	203	245	188	0.0898414624512649	-0.370368449945115	Not sig
BraA09000943	54	43	38	15	20	14	0.0159466118741334	1.46210575293562	Up
BraA09000944	36	19	34	514	554	688	0.00832589016305239	-4.30234369856896	Down
BraA09000945	16	22	19	8	7	7	0.018370176433416	1.37345839552744	Up
BraA09000948	260	176	228	330	384	339	0.0156563299201366	-0.665250289678792	Not sig
BraA09000949	26	24	18	17	31	27	0.658724624415637	-0.141355849245541	Not sig
BraA09000950	4	8	6	14	26	22	0.042317327255925	-1.78427130894456	Down
BraA09000951	4	5	5	0.005	2	0.005	0.0132316304208575	2.8001594206534	Up
BraA09000953	490	395	461	255	364	309	0.0304314548190187	0.536481699482745	Not sig
BraA09000954	1	2	0.005	4	10	7	0.0621212598688856	-2.8049524318423	Not sig
BraA09000956	187	205	232	158	234	203	0.729514871318171	0.0686563606669425	Not sig
BraA09000957	7	15	16	17	22	18	0.14301229313482	-0.584962500721156	Not sig
BraA09000958	57	68	68	4	2	1	0.00225807612036145	4.78510211521048	Up
BraA09000960	28	4	16	1525	868	3116	0.112209847126306	-6.84261224684393	Not sig
BraA09000961	0.005	0.005	1	95	61	252	0.14751217724042	-8.65807004899442	Not sig
BraA09000962	1	2	1	45	49	123	0.10738503867648	-5.76155123244448	Not sig
BraA09000963	0.005	0.005	0.005	86.67	46.2	70.8	0.0287839020895669	-13.728983369988	Down
BraA09000965	0.005	0.005	0.005	92.33	37.8	122.2	0.0765306809873319	-14.0380616201336	Not sig
BraA09000966	1	0.005	2	1	1	1	0.997953649081248	0.00240249021530461	Not sig
BraA09000967	260	216	329	57	38	83	0.0141048148914594	2.17711154203558	Up
